code,name,population,lat,long,closestHospName,closestHospDist,closestTertHospName,closestTertHospDist
3616,Ma'ale Adummim,38193.0,31.777369,35.297955,Hadasa Har Hazofim,11,Hadasa Ein Carem,27
3653,Ma'ale Amos,535.0,31.596887,35.229365,Augosta Victoria,31,Hadasa Ein Carem,45
3608,Ma'ale Efrayim,1241.0,32.071304,35.4039,Asaf Harofe,64,Belinson,65
4008,Ma'ale Gamla,515.0,32.888256,35.685966,Ziv,36,Rambam,104
1127,Ma'ale Gilboa,806.0,32.47606500000001,35.420637,Haemek,27,Rambam,68
286,Ma'ale HaHamisha,769.0,31.817429,35.109406,Shaarey Zedek,14,Hadasa Ein Carem,15
1327,Ma'ale Iron,14833.0,32.55412800000001,35.182499,Haemek,19,Rambam,42
3752,Ma'ale Levona,866.0,32.054435999999995,35.239503000000006,Hadasa Har Hazofim,40,Hadasa Ein Carem,51
3651,Ma'ale Mikhmas,1463.0,31.879131,35.305902,Hadasa Har Hazofim,27,Hadasa Ein Carem,43
3637,Ma'ale Shomeron,1012.0,32.165406,35.069744,Meir,22,Belinson,37
1063,Ma'alot-Tarshiha,21422.0,33.015026,35.276017,Nahariya,15,Rambam,52
344,Ma'anit,766.0,32.457992,35.026573,Hilel Yafe,16,Rambam,51
230,Ma'as,868.0,32.063511,34.892639,Belinson,6,Belinson,6
197,Ma'barot,979.0,32.364197,34.905733000000005,Laniado,12,Belinson,34
1082,Ma'galim,2059.0,31.398859,34.598239,Soroka,33,Soroka,33
3657,Ma'on,575.0,31.414592,35.163893,Soroka,44,Soroka,44
2055,Ma'or,1366.0,32.425832,35.005289000000005,Hilel Yafe,18,Belinson,53
272,Ma'oz Hayyim,479.0,32.49407,35.550767,Haemek,32,Rambam,77
416,Ma'yan Barukh,745.0,33.239349,35.60935900000001,Ziv,46,Rambam,123
290,Ma'yan Zevi,727.0,32.568484000000005,34.940622999999995,Hilel Yafe,17,Rambam,37
1080,Mabbu'im,1217.0,31.44945,34.654994,Soroka,36,Soroka,36
695,Magen,537.0,31.298108000000006,34.427059,Soroka,47,Soroka,47
1155,Magen Sha'ul,667.0,32.521471000000005,35.306431,Haemek,15,Rambam,56
375,Maggal,1154.0,32.385556,35.036147,Hilel Yafe,22,Belinson,57
722,Magshimim,1067.0,32.044363,34.89983400000001,Belinson,10,Belinson,10
308,Mahanayim,774.0,32.988845,35.570375,Ziv,15,Rambam,92
1196,Mahane Yattir,248.0,31.347793,35.060671,Soroka,34,Soroka,34
776,Mahseya,453.0,31.748858,35.007259999999995,Hadasa Ein Carem,26,Hadasa Ein Carem,26
516,Majd al-Kurum,15292.0,32.920132,35.25665,Nahariya,26,Rambam,42
4201,Majdal Shams,11044.0,33.2690961,35.772122,Ziv,63,Rambam,140
1343,Makchul,736.0,31.288515000000004,35.075736,Soroka,33,Soroka,33
1154,Malkishua,214.0,32.438568,35.412757,Haemek,35,Rambam,76
596,Malkiyya,453.0,33.098589000000004,35.509624,Ziv,28,Rambam,86
1174,Manof,862.0,32.853258000000004,35.237355,Holy Family,28,Rambam,33
1205,Manot,441.0,33.038709000000004,35.195156,Nahariya,10,Rambam,47
994,Manshiyyet Zabda,1325.0,32.706219,35.19241500000001,Scotish,13,Rambam,32
843,Margaliyyot,400.0,33.216474,35.544354,Ziv,41,Rambam,125
4203,Mas'ade,3650.0,33.2321159,35.75559910000001,Ziv,58,Rambam,135
421,Mash'abbe Sade,461.0,31.004042,34.785028999999994,Soroka,36,Soroka,36
791,Mash'en,1052.0,31.656885,34.621607,Barzilay,8,Shiba,55
3785,Maskiyyot,286.0,32.317865000000005,35.502754,Haemek,51,Rambam,96
748,Maslul,860.0,31.323677000000004,34.590761,Soroka,30,Soroka,30
1258,Massad,376.0,32.844008,35.423563,Poriya,26,Rambam,65
263,Massada,370.0,31.3114167,35.3626955,Soroka,91,Soroka,91
3605,Massu'a,170.0,31.3114167,35.3626955,Soroka,91,Soroka,91
620,Massu'ot Yizhaq,688.0,31.70261,34.689968,Barzilay,16,Shiba,56
822,Matta,899.0,31.716522,35.060571,Hadasa Ein Carem,21,Hadasa Ein Carem,21
1315,Mattan,3600.0,32.159377,34.97319,Meir,12,Belinson,18
1184,Mattat,191.0,33.041684000000004,35.356695,Ziv,23,Rambam,71
3648,Mattityahu,847.0,31.929746999999995,35.034997,Kaplan,30,Shiba,35
573,Mavqi'im,484.0,31.622518,34.577431,Barzilay,8,Soroka,58
28,Mazkeret Batya,14680.0,31.853167,34.842421,Kaplan,5,Shiba,32
757,Mazliah,1350.0,31.906364,34.871278000000004,Kaplan,10,Shiba,26
606,Mazor,1334.0,32.050698,34.931373,Belinson,13,Belinson,13
517,Mazra'a,3857.0,32.983652,35.098934,Nahariya,4,Rambam,32
325,Mazzuva,1171.0,33.062312,35.155705,Nahariya,8,Rambam,45
1128,Me Ammi,361.0,32.504963000000004,35.146425,Haemek,30,Rambam,52
102,Me'ir Shefeya,286.0,32.5912213,34.9710703,Hilel Yafe,24,Rambam,36
570,Me'ona,963.0,33.016894,35.263626,Nahariya,15,Rambam,51
668,Mefallesim,1006.0,31.502206,34.561674,Barzilay,23,Soroka,46
689,Megadim,1329.0,32.727734000000005,34.960923,Carmel,13,Rambam,15
586,Megiddo,855.0,32.577899,35.179972,Haemek,18,Rambam,37
3599,Mehola,575.0,32.365285,35.51602000000001,Haemek,44,Rambam,89
649,Meiser,1970.0,32.445246000000004,35.042131,Hilel Yafe,18,Rambam,56
3614,Mekhora,161.0,32.164159000000005,35.423623,Asaf Harofe,72,Belinson,73
164,Mele'a,379.0,32.563149,35.23752800000001,Haemek,14,Rambam,46
2044,Melilot,340.0,31.389897,34.595243,Soroka,34,Soroka,34
48,Menahemya,1032.0,32.664333,35.555338,Poriya,18,Rambam,87
347,Menara,246.0,33.195375,35.543728,Ziv,39,Rambam,123
2030,Menuha,593.0,31.656159,34.777273,Barzilay,25,Soroka,52
1282,Merav,706.0,32.452040999999994,35.422479,Haemek,31,Rambam,72
1340,Merhav Am,466.0,30.888022,34.828175,Soroka,54,Soroka,54
97,Merhavya(Moshav),660.0,32.6047,35.3081,Haemek,5,Rambam,52
66,Merhavya(Qibbuz),1232.0,32.60585,35.30725,Haemek,5,Rambam,52
1098,Merkaz Shappira,2210.0,31.696927,34.707319,Barzilay,17,Shiba,57
4101,Merom Golan,724.0,33.132583000000004,35.777071,Ziv,48,Rambam,125
607,Meron,963.0,32.985226000000004,35.441643,Ziv,10,Rambam,66
731,Meshar,831.0,31.815936,34.752588,Kaplan,10,Shiba,39
520,Meshhed,8219.0,32.738912,35.322494,Holy Family,7,Rambam,49
742,Mesillat Ziyyon,1248.0,31.801449,35.009463000000004,Shaarey Zedek,24,Hadasa Ein Carem,25
298,Mesillot,430.0,32.497362,35.474651,Haemek,27,Rambam,72
1268,Metar,8438.0,31.327011,34.943213,Soroka,17,Soroka,17
2054,Metav,466.0,32.545509,35.300898,Haemek,12,Rambam,51
43,Metula,1599.0,33.277232,35.578235,Ziv,48,Rambam,125
1015,Mevasseret Ziyyon,23962.0,31.804052,35.157891,Shaarey Zedek,10,Hadasa Ein Carem,10
771,Mevo Betar,952.0,31.722592,35.106656,Hadasa Ein Carem,19,Hadasa Ein Carem,19
3569,Mevo Dotan,403.0,32.420772,35.173869,Hilel Yafe,37,Rambam,71
4204,Mevo Hamma,434.0,32.736701000000004,35.655207,Poriya,27,Rambam,96
3709,Mevo Horon,2650.0,31.849598,35.034977000000005,Asaf Harofe,28,Shiba,42
1141,Mevo Modi'im,254.0,31.933851,34.987999,Kaplan,28,Shiba,31
1318,Mevo'ot Yam,433.0,32.401697,34.866797,Laniado,10,Ichilov,40
3745,Mezadot Yehuda,512.0,31.365586,35.11134000000001,Soroka,41,Soroka,41
4019,Mezar,287.0,32.768640999999995,35.736356,Poriya,37,Rambam,106
648,Mezer,378.0,32.440186,35.047702,Hilel Yafe,19,Rambam,56
518,Mi'elya,3255.0,33.027194,35.256304,Nahariya,13,Rambam,50
2029,Midrakh Oz,775.0,32.594648,35.157976,Haemek,21,Rambam,34
1140,Midreshet Ben Gurion,1961.0,30.852297,34.7834,Soroka,57,Soroka,57
897,Midreshet Ruppin,306.0,30.852297,34.7834,Soroka,57,Soroka,57
65,Migdal,1941.0,32.839494,35.499849,Poriya,19,Rambam,74
874,Migdal HaEmeq,25636.0,32.6778114,35.2417497,Scotish,7,Rambam,37
3561,Migdal Oz,574.0,31.640932,35.143139,Hadasa Ein Carem,34,Hadasa Ein Carem,34
3751,Migdalim,368.0,32.089866,35.342633,Hadasa Har Hazofim,48,Belinson,55
1202,Mikhmannim,533.0,32.90586500000001,35.32899099999999,Ziv,34,Rambam,52
382,Mikhmoret,1370.0,32.406504,34.871551000000004,Laniado,10,Ichilov,41
22,Miqwe Yisra'el,386.0,32.033209,34.781489,Wolfson,3,Ichilov,9
378,Misgav Am,337.0,33.247572,35.548499,Ziv,44,Rambam,128
765,Misgav Dov,706.0,31.819054,34.739162,Kaplan,11,Shiba,37
670,Mishmar Ayyalon,550.0,31.872478000000005,34.94325300000001,Asaf Harofe,17,Hadasa Ein Carem,33
563,Mishmar Dawid,871.0,31.823558,34.900676000000004,Kaplan,12,Hadasa Ein Carem,37
130,Mishmar HaEmeq,1255.0,32.610063000000004,35.142672999999995,Haemek,22,Rambam,30
395,Mishmar HaNegev,933.0,31.364796,34.717968,Soroka,23,Soroka,23
194,Mishmar HaSharon,606.0,32.356305,34.904256,Laniado,11,Belinson,34
729,Mishmar HaShiv'a,1006.0,32.010891,34.822337,Asaf Harofe,6,Shiba,10
732,Mishmar HaYarden,804.0,33.003484,35.59827100000001,Ziv,17,Rambam,94
213,Mishmarot,979.0,32.486513,34.983892,Hilel Yafe,11,Rambam,51
425,Mishmeret,1082.0,32.227585999999995,34.922055,Meir,11,Belinson,24
1370,Mitspe Ilan,455.0,32.461378,35.068861,Hilel Yafe,22,Rambam,56
829,Mivtahim,427.0,31.242423,34.407488,Soroka,53,Soroka,53
58,Mizpa,141.0,32.791043,35.509443,Poriya,8,Rambam,65
1222,Mizpe Aviv,1024.0,32.837951000000004,35.201059,Holy Family,26,Rambam,27
1190,Mizpe Netofa,1002.0,32.801748,35.383501,Poriya,20,Rambam,59
99,Mizpe Ramon,5221.0,30.610203,34.801898,Soroka,88,Soroka,88
3610,Mizpe Shalem,211.0,31.568875,35.400367,Hadasa Har Hazofim,62,Hadasa Ein Carem,78
3576,Mizpe Yeriho,2453.0,31.815688,35.395409,Hadasa Har Hazofim,19,Hadasa Ein Carem,35
104,Mizra,772.0,32.649879,35.286404,Haemek,8,Rambam,47
3797,Modi'in Illit,73080.0,31.932477,35.042265,Kaplan,30,Shiba,35
1200,Modi'in-Makkabbim-Re'ut,92406.0,31.890267,35.010397,Asaf Harofe,20,Shiba,34
269,Moledet,1067.0,32.586196,35.438941,Haemek,22,Rambam,66
1163,Moran,458.0,32.921637,35.39481,Ziv,24,Rambam,55
1178,Moreshet,1455.0,32.826132,35.231997,Holy Family,23,Rambam,28
208,Moza Illit,1169.0,31.793591,35.157,Shaarey Zedek,8,Hadasa Ein Carem,10
481,Mughar,22609.0,32.890704,35.40461,Poriya,31,Rambam,70
635,Muqeible,4030.0,32.514142,35.294806,Haemek,17,Rambam,58
3787,Na'ale,1942.0,31.962594,35.065976,Belinson,36,Belinson,36
3713,Na'ama,151.0,31.783763800000006,35.2226459,Hadasa Har Hazofim,3,Hadasa Ein Carem,12
158,Na'an,1671.0,31.883208000000003,34.859237,Kaplan,6,Shiba,28
3620,Na'aran,92.0,31.893473,35.42475,Shiba,0,Shiba,0
524,Na'ura,2277.0,32.61468,35.391133,Haemek,14,Rambam,65
844,Nahal Oz,404.0,31.47268,34.497675,Barzilay,32,Soroka,46
2045,Nahala,718.0,31.66,34.792817,Barzilay,25,Soroka,52
80,Nahalal,895.0,32.690807,35.19609000000001,Scotish,13,Rambam,35
3767,Nahali'el,713.0,32.0687311,34.7672451,Ichilov,3,Ichilov,3
809,Naham,552.0,31.7664783,35.0035723,Kaplan,28,Hadasa Ein Carem,31
9100,Nahariyya,56881.0,33.0085361,35.0980514,Nahariya,2,Rambam,35
522,Nahef,12846.0,32.934675,35.31652000000001,Ziv,30,Rambam,47
433,Nahsholim,668.0,32.61309,34.92225,Hilel Yafe,25,Rambam,33
777,Nahshon,580.0,31.831616,34.955986,Kaplan,18,Hadasa Ein Carem,30
705,Nahshonim,399.0,32.063236,34.947011,Belinson,11,Belinson,11
1254,Nataf,449.0,31.831276000000006,35.06958,Shaarey Zedek,17,Hadasa Ein Carem,18
4014,Natur,686.0,32.854068,35.752574,Poriya,53,Rambam,122
1366,Nave,1233.0,31.162183,34.329827,Soroka,68,Soroka,68
7300,Nazareth,77064.0,32.699635,35.30354600000001,Holy Family,1,Rambam,45
1061,Nazerat Illit,41169.0,32.711539,35.324812,Holy Family,2,Rambam,47
4551,Ne'ot Golan,618.0,32.787026000000004,35.693172,Poriya,40,Rambam,109
1124,Ne'ot HaKikkar,433.0,30.933368,35.378126,Soroka,86,Soroka,86
408,Ne'ot Mordekhay,586.0,33.159785,35.595602,Ziv,39,Rambam,116
1197,Ne'ot Smadar,222.0,30.049079,35.028106,Yoseftal,63,Soroka,176
186,Ne'urim,413.0,31.254518,35.21697800000001,Soroka,45,Soroka,45
315,Negba,952.0,31.662547,34.679561,Barzilay,14,Soroka,55
3724,Negohot,356.0,31.493077000000003,34.983346999999995,Soroka,41,Soroka,41
449,Nehalim,1798.0,32.058597,34.9136,Belinson,9,Belinson,9
309,Nehora,1175.0,31.621321,34.704496,Barzilay,18,Soroka,55
59,Nehusha,1371.0,31.628848,34.952732,Hadasa Ein Carem,42,Hadasa Ein Carem,42
523,Nein,1845.0,32.630986,35.349399,Haemek,6,Rambam,56
1143,Nes Ammim,414.0,32.965465,35.121588,Nahariya,9,Rambam,36
825,Nes Harim,1380.0,31.744192,35.059406,Hadasa Ein Carem,17,Hadasa Ein Carem,17
7200,Nes Ziyyona,50214.0,31.932111,34.801327,Asaf Harofe,9,Shiba,19
2500,Nesher,23983.0,32.7649,35.049191,Carmel,10,Rambam,10
1369,Neta,536.0,31.477893,34.927774,Soroka,34,Soroka,34
174,Neta'im,618.0,31.945689,34.775145,Wolfson,12,Shiba,16
7400,Netanya,217244.0,32.321458,34.853196000000004,Laniado,4,Ichilov,31
1242,Netiv HaAsara,852.0,31.572407,34.539322,Barzilay,15,Soroka,57
3555,Netiv HaGedud,199.0,31.989412,35.443281,Hadasa Har Hazofim,57,Hadasa Ein Carem,73
693,Netiv HaLamed-He,631.0,31.687184,34.982523,Hadasa Ein Carem,30,Hadasa Ein Carem,30
792,Netiv HaShayyara,503.0,32.991184999999994,35.130745000000005,Nahariya,10,Rambam,43
246,Netivot,35631.0,31.423196,34.595254,Barzilay,31,Soroka,34
1147,Netu'a,297.0,33.065387,35.323406,Ziv,29,Rambam,65
396,Nevatim,980.0,31.219761,34.882488,Soroka,13,Soroka,13
3573,Neve Tsuf,1478.0,32.008313,35.128876,Belinson,37,Belinson,37
4303,Newe Ativ,115.0,33.26202,35.740574,Ziv,64,Rambam,140
926,Newe Avot,335.0,31.7879065,35.2073008,Shaarey Zedek,3,Hadasa Ein Carem,10
3725,Newe Daniyyel,2315.0,31.675969,35.142751000000004,Hadasa Ein Carem,31,Hadasa Ein Carem,31
296,Newe Etan,312.0,32.492304,35.533119,Haemek,30,Rambam,74
1279,Newe Harif,118.0,30.039793,35.03649,Yoseftal,63,Soroka,177
405,Newe Ilan,959.0,31.807585,35.080921999999994,Shaarey Zedek,16,Hadasa Ein Carem,17
1071,Newe Mikha'el,832.0,31.673049,35.00671,Hadasa Ein Carem,29,Hadasa Ein Carem,29
827,Newe Mivtah,678.0,31.806767,34.741231,Asuta Ashdod,12,Shiba,46
1259,Newe Shalom,295.0,31.817427,34.978334999999994,Kaplan,20,Hadasa Ein Carem,31
590,Newe Ur,342.0,32.589025,35.554544,Poriya,26,Rambam,82
312,Newe Yam,239.0,32.679769,34.93188,Carmel,20,Rambam,21
686,Newe Yamin,1189.0,32.171692,34.939378000000005,Meir,6,Shiba,24
858,Newe Yaraq,1321.0,32.132729,34.925488,Meir,9,Belinson,11
1314,Newe Ziv,962.0,33.027399,35.18433,Nahariya,9,Rambam,45
1057,Newe Zohar,57.0,31.152068,35.36477100000001,Soroka,69,Soroka,69
1372,Nezer Hazzani,460.0,31.8214,34.862554,Kaplan,17,Hadasa Ein Carem,40
435,Nezer Sereni,823.0,31.922789,34.821191,Asaf Harofe,8,Shiba,23
3655,Nili,1714.0,32.549043,35.041194,Hilel Yafe,23,Rambam,55
348,Nir Am,573.0,31.518459000000004,34.580544,Barzilay,20,Soroka,45
2048,Nir Aqiva,669.0,31.469933,34.646166,Soroka,38,Soroka,38
553,Nir Banim,731.0,31.671177,34.755012,Barzilay,23,Soroka,53
256,Nir Dawid (Tel Amal),708.0,32.504062,35.457622,Haemek,24,Rambam,69
808,Nir Eliyyahu,548.0,32.197593,34.949375,Meir,7,Belinson,29
769,Nir Ezyon,939.0,32.699125,34.992526,Carmel,17,Rambam,21
720,Nir Gallim,1373.0,31.82552,34.68254,Asuta Ashdod,11,Shiba,35
11,Nir Hen,552.0,31.608906,34.714282,Barzilay,20,Soroka,57
2047,Nir Moshe,584.0,31.477456,34.630085,Barzilay,31,Soroka,40
69,Nir Oz,392.0,31.309697,34.402075,Soroka,50,Soroka,50
165,Nir Yafe,697.0,32.568982,35.24489600000001,Haemek,12,Rambam,45
699,Nir Yisra'el,891.0,31.692156,34.638071000000004,Barzilay,10,Shiba,54
402,Nir Yizhaq,656.0,31.236040000000006,34.356702,Soroka,57,Soroka,57
331,Nir Zevi,1316.0,31.954403000000006,34.861529,Asaf Harofe,3,Shiba,16
602,Nirim,363.0,31.33573,34.394087,Soroka,49,Soroka,49
1236,Nirit,895.0,32.146206,34.984821999999994,Meir,13,Belinson,19
351,Nizzan,2343.0,31.749544,35.2104684,Shaarey Zedek,5,Hadasa Ein Carem,8
1419,Nizzan B,631.0,31.737089,34.638234999999995,Asuta Ashdod,10,Shiba,47
1195,Nizzana (Qehilat Hinuh),283.0,30.885983000000003,34.422569,Soroka,76,Soroka,76
851,Nizzane Oz,1120.0,32.30608400000001,35.003278,Laniado,17,Belinson,41
1280,Nizzane Sinay,282.0,30.903428,34.396679,Soroka,79,Soroka,79
359,Nizzanim,382.0,31.717845,34.634636,Asuta Ashdod,10,Shiba,47
15,No'am,349.0,31.568567,34.788160999999995,Barzilay,30,Soroka,41
1333,Nof Ayyalon,2203.0,31.871215000000007,34.991321,Asaf Harofe,24,Hadasa Ein Carem,37
257,Nofekh,594.0,32.043748,34.920306,Belinson,11,Belinson,11
3790,Nofim,794.0,32.155458,35.09984,Asaf Harofe,38,Belinson,39
1284,Nofit,2672.0,32.763374,35.148315999999994,Carmel,23,Rambam,24
55,Nogah,558.0,31.625691,34.69528,Barzilay,17,Soroka,54
3726,Noqedim,2250.0,31.645331,35.244064,Augosta Victoria,22,Hadasa Ein Carem,47
447,Nordiyya,1943.0,32.314656,34.896792,Laniado,7,Belinson,31
4304,Nov,931.0,32.832852,35.783574,Poriya,44,Rambam,125
833,Nurit,159.0,32.543238,35.355755,Haemek,15,Rambam,56
4010,Odem,139.0,33.1933716,35.7495651,Ziv,56,Rambam,133
31,Ofaqim,29021.0,31.311337,34.622824,Soroka,29,Soroka,29
810,Ofer,650.0,32.621882,34.983472,Carmel,26,Rambam,29
3617,Ofra,3039.0,31.955101000000006,35.260324,Hadasa Har Hazofim,26,Hadasa Ein Carem,37
1046,Ohad,407.0,31.238436,34.431893,Soroka,56,Soroka,56
737,Olesh,1119.0,32.331969,34.985321,Laniado,18,Belinson,43
1108,Omen,368.0,32.564279,35.241941,Haemek,13,Rambam,45
666,Omer,7586.0,31.264305,34.849864000000004,Soroka,6,Soroka,6
680,Omez,832.0,32.369215999999994,34.993129,Hilel Yafe,19,Belinson,48
1020,Or Aqiva,18236.0,32.509965,34.920394,Hilel Yafe,8,Rambam,41
1294,Or HaGanuz,548.0,33.005183,35.446736,Ziv,11,Rambam,69
67,Or HaNer,754.0,31.556197,34.602305,Barzilay,18,Soroka,50
2400,Or Yehuda,36864.0,32.029748,34.856173,Shiba,7,Shiba,7
780,Ora,1337.0,31.752109,35.150165,Hadasa Ein Carem,3,Hadasa Ein Carem,3
882,Oranim,179.0,32.711224,35.109579,Carmel,18,Rambam,19
3760,Oranit,8807.0,32.131924,34.99081,Asaf Harofe,19,Belinson,20
2012,Orot,507.0,31.740364000000003,34.7356,Asuta Ashdod,13,Shiba,50
4013,Ortal,343.0,33.086236,35.758661,Ziv,41,Rambam,118
3748,Otni'el,1037.0,31.438812,35.028163,Soroka,36,Soroka,36
32,Ozem,642.0,31.637665,34.705108,Barzilay,17,Soroka,53
2059,Pa'ame Tashaz,558.0,31.437967,34.692875,Soroka,31,Soroka,31
597,Palmahim,659.0,31.932705,34.706874,Wolfson,18,Shiba,23
1151,Paran,481.0,30.362646,35.155149,Yoseftal,100,Soroka,150
7800,Pardes Hanna-Karkur,42083.0,32.4728028,34.9742001,Hilel Yafe,11,Rambam,49
171,Pardesiyya,5830.0,32.305011,34.911731,Laniado,11,Belinson,29
599,Parod,566.0,32.933066,35.434318,Ziv,19,Rambam,58
749,Pattish,909.0,31.327829,34.559981,Soroka,34,Soroka,34
838,Pedaya,818.0,31.857768,34.883774,Asaf Harofe,15,Shiba,34
3768,Pedu'el,1910.0,32.062479,35.052619,Asaf Harofe,33,Belinson,34
750,Peduyim,497.0,31.326275,34.612069,Soroka,29,Soroka,29
1185,Pelekh,139.0,32.93367,35.23361,Nahariya,24,Rambam,48
3723,Pene Hever,586.0,31.487074,35.1651,Soroka,55,Soroka,55
536,Peqi'in (Buqei'a),5815.0,32.976209000000004,35.335794,Nahariya,24,Rambam,59
281,Peqi'in Hadasha,547.0,32.982195000000004,35.323408,Nahariya,22,Rambam,58
2053,Perazon,326.0,32.545456,35.311114,Haemek,12,Rambam,53
1231,Peri Gan,242.0,31.222015000000006,34.355936,Soroka,59,Soroka,59
3659,Pesagot,1903.0,31.899984000000003,35.223923,Hadasa Har Hazofim,21,Hadasa Ein Carem,32
7900,Petah Tiqwa,244275.0,32.084041,34.887762,Belinson,2,Belinson,2
839,Petahya,839.0,31.866957,34.88687,Asaf Harofe,15,Shiba,34
3615,Peza'el,283.0,32.043492,35.443753,Hadasa Har Hazofim,64,Belinson,72
767,Porat,1256.0,32.277081,34.948816,Laniado,16,Belinson,30
1313,Poriyya Illit,1117.0,32.732736,35.546162,Poriya,2,Rambam,71
1104,Poriyya-Kefar Avoda,375.0,32.719846000000004,35.545563,Poriya,4,Rambam,73
1105,Poriyya-Newe Oved,1202.0,32.743763,35.53811,Poriya,1,Rambam,70
1211,Qaddarim,252.0,32.898886,35.47156500000001,Ziv,24,Rambam,73
195,Qadima- Zoran,22490.0,32.277644,34.919297,Meir,14,Belinson,27
638,Qalansawe,22788.0,32.285791,34.981487,Laniado,18,Belinson,44
3601,Qalya,416.0,31.749896000000003,35.466131,Hadasa Har Hazofim,40,Hadasa Ein Carem,55
3640,Qarne Shomeron,7713.0,32.171496000000005,35.097537,Meir,23,Belinson,38
1347,Qasr A-Sir,2302.0,31.083329,34.979579,Soroka,37,Soroka,37
1243,Qazir,2878.0,32.485178000000005,35.10873,Hilel Yafe,25,Rambam,56
4100,Qazrin,7132.0,32.990998,35.68986500000001,Ziv,32,Rambam,112
3781,Qedar,1565.0,31.754384,35.310732,Hadasa Har Hazofim,14,Hadasa Ein Carem,30
3557,Qedumim,4596.0,32.21239,35.157388,Meir,32,Belinson,47
4024,Qela,298.0,33.131601,35.69039,Ziv,42,Rambam,119
414,Qelahim,631.0,31.449795,34.679092,Soroka,33,Soroka,33
1167,Qesaryya,5170.0,32.519016,34.904544,Hilel Yafe,11,Rambam,43
4006,Qeshet,784.0,32.980388,35.808484,Ziv,51,Rambam,118
1052,Qetura,470.0,29.970887,35.061355,Yoseftal,50,Soroka,188
334,Qevuzat Yavne,976.0,31.813987,34.719103000000004,Asuta Ashdod,12,Shiba,36
4025,Qidmat Zevi,452.0,33.029485,35.697744,Ziv,33,Rambam,110
615,Qidron,1619.0,31.814142,34.795548,Kaplan,9,Shiba,36
78,Qiryat Anavim,459.0,31.809913,35.120842,Shaarey Zedek,11,Hadasa Ein Carem,12
3611,Qiryat Arba,7323.0,31.529326,35.115625,Hadasa Ein Carem,51,Hadasa Ein Carem,51
6800,Qiryat Atta,58267.0,32.809144,35.119772999999995,Rambam,17,Rambam,17
9500,Qiryat Bialik,39927.0,32.832154,35.088407000000004,Rambam,15,Rambam,15
469,Qiryat Eqron,10999.0,31.862547,34.8219576,Kaplan,2,Shiba,31
2630,Qiryat Gat,54973.0,31.611148,34.768459,Barzilay,24,Soroka,43
1034,Qiryat Mal'akhi,23124.0,31.730202,34.746996,Asuta Ashdod,14,Shiba,51
8200,Qiryat Motzkin,42014.0,32.838202,35.079522999999995,Carmel,14,Rambam,14
3746,Qiryat Netafim,937.0,32.117299,35.112115,Asaf Harofe,33,Belinson,34
2620,Qiryat Ono,39986.0,32.054863,34.858858000000005,Shiba,3,Shiba,3
